,locAbsJitter,std_delta_delta_log_energy,Ed2_1_coef,Ed2_2_coef,tqwt_energy_dec_28,tqwt_energy_dec_34,tqwt_TKEO_mean_dec_1,tqwt_TKEO_mean_dec_13,tqwt_TKEO_std_dec_1,tqwt_medianValue_dec_1,tqwt_medianValue_dec_2,tqwt_medianValue_dec_3,tqwt_medianValue_dec_4,tqwt_medianValue_dec_11,tqwt_meanValue_dec_1,tqwt_meanValue_dec_2,tqwt_meanValue_dec_3,tqwt_meanValue_dec_4,tqwt_meanValue_dec_5,tqwt_meanValue_dec_6,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,tqwt_meanValue_dec_9,tqwt_meanValue_dec_10,class
75,4.53e-06,0.0098199,1.83e-08,1.1e-07,3.14e-05,4.99e-06,2.2e-06,0.00052868,2.09e-05,-4.06e-07,2.37e-06,-1.23e-06,1e-06,0.00012398,2.24e-21,-1.66e-21,4.16e-21,-8.16e-22,3.3e-21,-4.11e-21,4.33e-20,-3.66e-20,-5.18e-20,8.28e-20,1.0
76,7.73e-06,0.012932,6.95e-09,9.94e-08,5.89e-05,1e-05,3.82e-06,0.00099359,0.00010224,1.85e-06,-1.18e-07,1.19e-06,7.03e-06,-2.53e-06,-4.37e-21,-1.45e-20,1.7e-21,9.18e-21,-2.04e-20,1.76e-21,2.04e-20,-4.19e-20,-9.03e-20,5.24e-20,1.0
77,4.57e-06,0.0084421,2.84e-08,7.3e-08,0.00014846,5.56e-05,5.85e-06,0.00079508,1.86e-05,4.89e-06,-3.65e-06,-3.72e-06,9.18e-06,2.22e-05,9.2e-21,5.33e-21,-2.91e-21,7.39e-21,-6.91e-21,5.87e-21,-1.23e-21,-2.16e-20,-1.36e-20,7.46e-21,1.0
78,1.48e-05,0.0059392,9.98e-09,8.97e-08,9.87e-05,0.00017412,1.48e-05,0.0028998,4.32e-05,4.77e-06,-1.88e-06,3.58e-06,-4.82e-06,1.56e-05,3.25e-21,-3.06e-21,7.35e-21,-4.33e-21,9.79e-21,2.85e-20,-1.01e-19,-1.31e-20,-6.23e-20,3.73e-20,0.0
79,6.41e-06,0.0061875,8e-09,7.51e-08,0.00012166,0.00042396,1.58e-05,0.0043477,8.99e-05,-4.05e-06,4.8e-07,4.75e-06,-7.46e-06,3.73e-05,-3.19e-21,1.35e-21,-1.22e-20,-2.04e-22,-1.71e-20,2.94e-21,-8.25e-20,1.1e-20,-1.19e-19,2.19e-20,0.0
80,5.8e-06,0.0043391,5.7e-09,1.14e-07,1.38e-05,5.73e-05,1.24e-05,0.0047842,3.34e-05,2.47e-06,-1.48e-06,-1.13e-05,-3.53e-06,-3.26e-05,3.51e-21,5.88e-21,6.91e-21,-1.16e-20,-5.17e-21,1.1e-20,-5.82e-20,5.1e-21,-5.82e-20,-6.09e-22,0.0
81,1.01e-05,0.014958,4.76e-05,2.36e-05,6.89e-05,2.62e-06,1.73e-06,0.001495,5.34e-06,-4.32e-07,-1.85e-07,-1.4e-06,9.82e-07,-2.03e-05,2.95e-23,5.16e-21,-2.78e-21,3.95e-21,-1.34e-20,-2.64e-21,1.01e-20,-3.91e-21,2.93e-20,-1.34e-20,0.0
82,2.68e-06,0.0084122,1.36e-08,4.05e-08,3.55e-05,4.27e-06,1.83e-06,0.00081888,5.39e-06,-1.04e-06,-2.75e-07,4.41e-07,1.32e-06,9.53e-06,-1.48e-21,-1.33e-21,2.42e-21,-4.51e-21,1.25e-21,6.39e-21,-4.76e-21,-2.22e-21,-1.5e-20,-3.04e-21,0.0
83,2.08e-06,0.01494,1.94e-08,6.23e-08,9.11e-05,3.95e-06,5.49e-06,0.00076263,1.52e-05,-2.48e-07,-6.96e-07,1.3e-06,-1.26e-06,1.14e-05,-4.06e-22,-3.09e-21,-1.46e-21,1.12e-20,4.37e-21,-4.77e-21,-1.06e-21,-3.2e-21,-4.29e-20,3.65e-21,0.0
84,3.79e-06,0.011371,2.5e-08,1.15e-07,4.96e-06,8.87e-07,1.46e-06,0.011508,4.2e-06,-4.14e-07,1.26e-06,2.23e-07,-2.6e-06,5.09e-06,7.38e-22,-1.24e-22,5.2e-22,-6.75e-21,-1.96e-21,1.28e-21,-1.55e-20,3.74e-20,-2.77e-20,8.52e-21,1.0
85,3.33e-06,0.015645,1.78e-08,1.48e-07,2.74e-05,7.35e-06,9.27e-07,0.0063574,1.51e-05,-3.99e-07,-2.87e-07,-1.89e-06,4.05e-07,-2.16e-05,3.84e-21,9.7e-21,-1.91e-21,5.1e-23,1.78e-20,2.64e-21,-3.29e-20,-2.11e-21,3.83e-20,-3.01e-20,1.0
86,4.58e-06,0.0089217,3.79e-08,2.77e-07,7.88e-06,1.93e-06,1.72e-06,0.0088548,2.55e-05,-9.63e-09,1.43e-06,1.71e-06,8.46e-06,-5.51e-05,3.6e-21,6.58e-21,3.06e-21,4.49e-21,-1.27e-20,1.12e-20,-5.46e-21,-2.52e-20,5e-20,2.62e-20,1.0
87,4.14e-06,0.0071556,4.35e-09,1.1e-07,1.97e-05,4.77e-06,8.96e-07,0.020881,2.91e-06,-2.47e-07,-6.46e-07,2.14e-06,2.85e-06,-5.38e-05,1.62e-22,5.13e-22,2.12e-21,5.86e-22,-5.58e-22,4.37e-21,-4.09e-20,6.29e-21,-6.96e-20,4.26e-20,0.0
88,3.98e-06,0.0053381,5.48e-09,4.9e-08,1.49e-05,4.79e-06,1.08e-06,0.021125,3.15e-06,-6.02e-08,-2.59e-08,-1.2e-06,-3.37e-06,8.95e-05,-1.11e-21,-1.77e-21,-1.71e-21,-4.12e-21,1.24e-21,-1.03e-21,1.38e-20,-1.49e-20,-2.15e-20,1.81e-20,0.0
89,3.08e-06,0.0060161,3.2e-09,4.24e-08,7.5e-06,4.18e-05,1.17e-06,0.013769,2.41e-05,1.21e-06,2.47e-07,4.73e-07,2.19e-06,5.35e-05,3.48e-21,4.6e-21,4.72e-21,-1.03e-20,2.69e-21,8.22e-21,-6.36e-20,5.84e-20,-3.55e-21,3.41e-20,0.0
90,2.07e-05,0.029749,3e-07,1.95e-06,0.00038136,1.37e-05,7.49e-06,0.00019991,1.67e-05,-1.23e-07,-3.09e-06,4.96e-06,-1.89e-06,-1.88e-06,-5.84e-21,2.01e-21,-1.1e-20,-1.25e-20,4.89e-21,-7.34e-23,2.2e-21,-2.96e-21,3.3e-21,-9.44e-21,1.0
91,6.16e-05,0.034128,0.00032917,0.0003542,0.0012855,9.56e-06,4.1e-06,2.41e-05,9.14e-06,7.57e-07,-9.44e-08,2.35e-06,6.46e-07,-6.71e-06,1.63e-21,6.55e-22,6.63e-21,-6.56e-21,-5.35e-21,1.27e-21,1.34e-21,-2.72e-21,2.28e-21,1.67e-21,1.0
92,9.32e-06,0.025812,1.03e-07,3.39e-07,0.0001056,5.32e-06,2.58e-06,2.53e-05,6.2e-06,-1.37e-07,-9.22e-07,2.92e-07,3.12e-06,9.71e-07,-2.26e-21,2.44e-21,-7.49e-21,-7.31e-21,-9.02e-22,-7.16e-22,1.52e-21,1.08e-21,-3.68e-21,-1.71e-21,1.0
93,2.68e-05,0.0099004,9.15e-09,8.99e-08,0.29746,1.77e-05,1.7e-07,4.25e-05,3.88e-06,-1.93e-07,1.19e-06,6.07e-20,8.82e-08,9.06e-06,-5.02e-21,9.56e-22,-1.72e-21,4.66e-21,0.0,6.53e-21,-1.32e-21,-5.71e-21,7.61e-21,2.13e-21,1.0
94,2.32e-05,0.0087021,6.28e-09,4.73e-08,0.18916,1.56e-05,1.55e-07,0.00010616,8.3e-07,2.01e-07,-2.81e-07,9.21e-18,-3.24e-07,1.08e-05,4.13e-22,-1.3e-21,3.91e-21,-1.67e-21,3.47e-21,-3.27e-21,-6.17e-22,-3.01e-21,-5.84e-21,-1.11e-20,1.0
95,2.4e-05,0.0091635,1.28e-08,1.66e-07,0.21222,4.32e-05,2.18e-07,0.0001286,1.91e-06,1.83e-06,-7.44e-07,-1.06e-19,4.02e-07,-3.17e-05,2.07e-22,-1.08e-21,1.02e-21,-2.75e-21,0.0,-2.83e-21,-8.55e-21,4.55e-21,3.3e-21,-2.59e-21,1.0
96,9.4e-05,0.028756,0.00011412,0.00027028,0.20998,2.01e-05,2.9e-10,9.9e-07,3.83e-08,3.13e-09,1.19e-08,-1.9e-21,1.83e-08,7.51e-07,-4.79e-22,7.08e-23,1.59e-23,2.74e-22,3.82e-24,2.16e-22,1.14e-21,-7e-22,-1.46e-21,-1.1e-21,1.0
97,2.22e-05,0.012658,1.28e-06,2.97e-06,0.30494,1.14e-05,6.85e-11,1.47e-06,2.22e-09,5.37e-09,-7.44e-09,-1.33e-21,8.61e-09,-2.14e-06,-6.45e-24,4.43e-24,-1.1e-23,7.97e-25,0.0,-7.23e-23,2.12e-22,5.62e-23,-2.66e-22,-9.4e-22,1.0
98,2.64e-05,0.026589,9.2e-09,4.68e-07,0.25706,1.15e-05,1.22e-09,1.48e-06,1.89e-07,-3.47e-08,3.1e-08,2.58e-21,-2.94e-08,-4.73e-07,-2.21e-22,4.87e-22,1.59e-22,-6.37e-23,1.53e-23,4.59e-23,2.03e-21,1.74e-21,-1.49e-21,2.4e-21,1.0
99,9.92e-06,0.0028849,1.96e-09,3.01e-08,0.019743,1.31e-05,1.59e-06,0.0010356,5.31e-05,-1.93e-08,6.4e-07,-1.28e-07,2.03e-06,-1.11e-05,9.44e-22,-2.12e-22,-7.56e-21,-6.42e-21,2.41e-20,2.41e-20,1.41e-20,-2.96e-20,-2.44e-20,3.65e-21,0.0
100,1.18e-05,0.0042517,4.25e-09,2.21e-08,0.02079,7.67e-06,3.34e-07,0.0016843,1.15e-06,-5.33e-07,-6.83e-07,1.73e-06,2.36e-06,5.19e-05,-1.34e-21,-5.84e-22,1.93e-21,-3.89e-21,-5.05e-21,4.66e-21,-2.9e-21,1.53e-21,-1.12e-20,-1.61e-20,0.0
101,1.08e-05,0.0033958,2.53e-09,2.73e-08,0.030871,1.54e-05,1.05e-06,0.0011581,8.64e-05,-2.44e-07,8.42e-07,3.12e-06,9.19e-07,-8.47e-05,3.54e-21,1.79e-20,2.01e-20,2.4e-20,0.0,1.56e-20,6.7e-21,2.03e-20,3.15e-20,-3.04e-21,0.0
102,8.32e-06,0.0081179,2.32e-08,2.41e-07,0.0002657,0.0004774,2.03e-06,0.0036211,4.3e-05,-2.22e-07,2.53e-06,-3.81e-06,-1.02e-05,-2.16e-05,5.84e-21,-7.4e-21,6.97e-21,-4.08e-22,-1.52e-20,-5.29e-21,-7.22e-21,-2.62e-20,4.01e-20,-1.04e-20,0.0
103,7.32e-06,0.011036,2.63e-08,1.2e-07,3.52e-05,1.62e-05,9.8e-07,0.0054484,7.28e-06,1.32e-06,4.37e-06,-4.31e-06,-5.58e-06,-5.11e-05,-3.36e-21,2.66e-22,-1.49e-21,-6.24e-21,1.06e-21,4.75e-21,-2.25e-21,5.5e-21,1.9e-21,5.33e-21,0.0
104,5.98e-06,0.0085522,1.47e-08,6.76e-08,2.97e-06,8.58e-06,5.33e-07,0.014469,1.29e-05,5.31e-07,-1.56e-06,-8.43e-07,4.65e-06,-0.00016508,-4.72e-22,-2.69e-21,-1.42e-21,7.7e-21,2.23e-21,4.04e-21,1.96e-20,1.82e-20,1.47e-20,-1.22e-21,0.0
105,1.09e-05,0.013235,3.32e-05,4.72e-05,0.00021935,0.00014011,2.21e-06,0.0055458,8.56e-06,2.79e-06,-5.85e-07,1.98e-06,-1.54e-06,4.05e-05,-1.59e-21,2.83e-21,3.95e-21,6.22e-21,-8.2e-21,4.4e-21,-3.7e-21,-1.27e-21,1.4e-20,-1.16e-20,1.0
106,3.51e-06,0.011152,6.7e-09,3.09e-08,0.00016991,9.17e-05,1.57e-05,0.010363,5.18e-05,2.16e-06,1.35e-06,1.35e-09,3.17e-06,-1.99e-05,-1.65e-21,4.25e-22,-3.57e-21,-3.67e-21,3.92e-21,6.46e-21,1.87e-20,-7.4e-21,-5.02e-20,-4.87e-21,1.0
107,3.81e-06,0.011394,7.61e-09,4.43e-08,6.82e-05,5.91e-05,9e-06,0.008527,2.13e-05,1.88e-06,-1.31e-06,-7.31e-07,8.59e-06,2.22e-05,-1.06e-21,7.26e-22,2.12e-23,2.91e-21,-3.46e-21,-4.71e-21,-2.1e-20,4.96e-21,4.3e-20,-4.72e-21,1.0
108,5.84e-06,0.0099002,2.83e-09,4.12e-08,9.68e-06,2.52e-06,7.87e-07,0.018085,2.39e-06,-1.67e-06,1.05e-06,2.49e-06,-5.13e-06,0.00020519,9.44e-22,1.34e-21,-1.24e-21,4.29e-21,6.88e-23,2.26e-21,-1.39e-20,-9.51e-22,4.1e-20,-9.86e-21,1.0
109,1.06e-05,0.01878,1.2e-08,6.18e-08,1.03e-05,1.47e-06,3.21e-06,0.0077659,9.87e-06,-2.31e-07,-8.46e-07,-7.88e-07,4.63e-06,0.00023074,3.54e-21,1.59e-21,2.28e-21,3.04e-21,-1.84e-21,3.5e-21,-1.03e-20,-5.09e-20,1.05e-20,3.14e-20,1.0
110,7.9e-06,0.019816,8.85e-09,5.36e-08,1.21e-05,4.78e-06,5.8e-06,0.0058043,4.23e-05,1.8e-06,1.33e-06,1.85e-06,-1.64e-06,5.71e-05,7.67e-22,3.15e-21,1.06e-20,-1.86e-20,-1.06e-20,7.63e-21,4.23e-21,-1.37e-20,6.49e-20,-3.17e-20,1.0
111,1.24e-05,0.018819,6.5e-05,6.67e-05,6.63e-06,6.53e-07,1.41e-05,0.021252,7.86e-05,3.33e-07,-6.66e-07,-3.36e-06,6.64e-06,-0.00015012,-7.79e-21,-1.18e-20,-1.44e-20,2.57e-20,1.59e-20,-1.38e-20,2.26e-20,2.03e-20,1.06e-19,2.07e-20,1.0
112,1.22e-05,0.023219,1.41e-08,1.9e-07,2.3e-05,2.67e-06,4.01e-06,0.021054,1.45e-05,8.09e-08,-2.1e-07,4.03e-06,4.85e-07,0.00012039,-5.9e-21,9.74e-22,4.46e-21,2.8e-21,1.49e-20,-5.58e-21,3.03e-20,2.11e-21,4.64e-20,-5.83e-20,1.0
113,1.24e-05,0.018819,6.5e-05,6.67e-05,6.63e-06,6.53e-07,1.41e-05,0.021252,7.86e-05,3.33e-07,-6.66e-07,-3.36e-06,6.64e-06,-0.00015012,-7.79e-21,-1.18e-20,-1.44e-20,2.57e-20,1.59e-20,-1.38e-20,2.26e-20,2.03e-20,1.06e-19,2.07e-20,1.0
114,7.49e-06,0.0098704,3.4e-09,2.42e-08,0.0033917,1.13e-05,7.02e-07,0.0016676,2.55e-05,2.07e-07,-1.74e-06,-2.12e-19,1.84e-07,-4.06e-06,1.19e-20,-5.03e-21,-2e-21,-1.55e-20,0.0,1.47e-22,-1.23e-21,-3.04e-20,-1.6e-20,8.52e-21,1.0
115,1.03e-05,0.014522,4.2e-09,4.84e-08,0.0013196,1.3e-06,6.19e-07,0.00037789,3.89e-06,2.08e-06,-8.8e-07,3.89e-19,1.68e-06,-1.04e-05,1.18e-22,-3.33e-21,4.25e-21,1.91e-21,-9.18e-23,-2.5e-21,-1.79e-20,-1.48e-21,9.07e-21,1.52e-22,1.0
116,1.03e-05,0.010002,7.34e-09,6.78e-08,0.0023703,1.08e-06,6.92e-07,0.00025877,1.47e-05,1.62e-06,7.77e-07,6.07e-19,-6.5e-07,-1.33e-05,2.6e-21,-3.54e-21,5.44e-21,1.42e-20,1.84e-22,2.6e-20,-2.47e-20,-1.08e-20,-1.78e-21,-1.4e-20,1.0
117,1.68e-05,0.0092197,3.96e-09,2.65e-08,0.00015068,1.08e-05,3.25e-07,0.00089831,1.51e-06,4.15e-07,-1.09e-06,-1.46e-19,1.51e-07,3.88e-05,1.09e-21,-2.66e-22,-1.15e-21,-3.61e-21,-1.77e-21,2.57e-21,5.37e-21,1.09e-20,-1.38e-20,2.08e-20,1.0
118,1.46e-05,0.0098284,3.44e-09,5.26e-08,0.00011825,5.51e-06,4.06e-07,0.0024398,2.06e-06,-1.41e-06,2.32e-07,-7.89e-20,3.06e-06,6.38e-05,-2.48e-21,-2.12e-22,-2.11e-21,-2.73e-21,-3.52e-21,-1.41e-20,3.42e-20,1.15e-20,-7.36e-21,1.46e-20,1.0
119,1.27e-05,0.010706,4.4e-09,3.47e-08,7.76e-05,6.04e-06,6.72e-07,0.00066396,6.89e-06,-3.52e-06,-1.13e-06,-1.21e-19,-1.43e-06,0.00013238,2.48e-21,5.95e-21,2.12e-23,-9.18e-22,-3.67e-22,1.15e-20,1.48e-20,1.87e-20,1.17e-20,-4.11e-21,1.0
120,2.08e-05,0.015676,8.16e-09,4.89e-08,0.046787,6.04e-06,1.56e-07,0.00018936,1.03e-05,-5.16e-08,2.63e-07,-4.15e-07,-1.79e-06,1.23e-05,-4.6e-21,-7.72e-21,2.12e-23,3.57e-22,-2.89e-21,-6.68e-21,-1.11e-20,7.93e-21,2.54e-21,-5.33e-21,1.0
121,2.26e-05,0.019673,1.06e-08,9.85e-08,0.02822,7.39e-06,4.04e-07,0.00044634,1.57e-06,9.47e-07,-5.17e-07,-9.44e-08,-7.23e-07,7.83e-05,-1.61e-21,2.23e-21,-2.18e-21,-2.05e-21,-3.98e-21,-1.58e-21,-8.41e-21,-1.27e-20,1.65e-20,-5.18e-21,1.0
122,1.41e-05,0.016375,4.01e-09,6.24e-08,0.015346,3.67e-06,6.01e-07,0.00071852,3.16e-06,4.74e-07,3.85e-07,-1.52e-06,-1.82e-06,-2.23e-05,-3.51e-21,-7.08e-23,-8.31e-21,-5.4e-21,1.02e-20,8.08e-22,-5.02e-21,-1.7e-20,3.81e-22,1.61e-20,1.0
123,1.27e-06,0.0059727,8.67e-09,3.89e-08,3.82e-06,8.97e-06,1.18e-06,0.056621,7.14e-06,-7.68e-07,-1.53e-06,6.49e-07,4.46e-06,6.8e-05,-5.07e-21,-1.04e-21,2.87e-21,2.98e-21,4.04e-21,1.46e-20,-2.11e-21,9.62e-21,2.79e-21,4.41e-20,0.0
124,7.76e-07,0.0035553,3.35e-09,1.35e-08,7.5e-07,8.72e-06,1.36e-06,0.090987,2.89e-06,-1.31e-06,1.12e-06,2.37e-07,-1.21e-05,-0.00098976,7.65e-22,-3.66e-22,-2.05e-21,3.86e-21,-1.87e-21,-8.57e-21,-1.67e-20,4.85e-20,1.14e-20,-4.25e-20,0.0
125,6.86e-07,0.0019981,3.7e-09,1.74e-08,1.12e-06,5.49e-06,2.03e-06,0.17106,1.15e-05,-2.44e-07,-1e-06,1.17e-06,2.41e-06,0.00036357,1.27e-20,2.87e-21,-6.95e-21,4.08e-22,-2.45e-22,1.09e-20,3.32e-20,-1.06e-19,-3.25e-20,-5.33e-21,0.0
126,8.56e-05,0.0056888,0.00020091,0.00048712,0.00011312,8.17e-07,4.26e-07,0.0025131,3.31e-06,-3.25e-07,6.7e-07,-5.96e-07,-2.96e-07,1.49e-05,-2.66e-22,-2.58e-21,1.17e-21,-3.03e-21,1.17e-20,1.12e-20,-1.03e-20,-6.87e-21,-3.43e-21,-5.02e-21,0.0
127,4.29e-05,0.0076434,0.00010969,0.00013087,0.00026698,3.09e-06,1.41e-06,0.0039558,2.49e-05,-1.78e-06,1.44e-06,-2.09e-06,4.5e-06,4.89e-05,2.18e-21,1.01e-20,4.8e-21,3.57e-21,4.16e-21,2.64e-21,-2.78e-20,-1.63e-20,-1.4e-20,5.05e-20,0.0
128,1.27e-05,0.0064803,9.24e-09,1.37e-07,0.00056825,6.22e-06,1.05e-06,0.0048153,3.14e-05,-5e-07,4.58e-08,-7.32e-07,-2.16e-06,7.76e-05,-5.9e-22,7.08e-21,6.33e-21,2.14e-21,-1.1e-20,-6.46e-21,-1.27e-20,4.02e-21,-3.55e-21,-6.27e-20,0.0
129,9.66e-06,0.010084,1.42e-08,1.07e-07,0.00024183,3.75e-06,1.91e-06,7.56e-05,1.13e-05,-2.58e-06,-1.24e-06,6.43e-19,-1.05e-07,9.51e-06,7.79e-21,-3.82e-21,-1.02e-21,4.03e-21,-1.34e-20,4.4e-21,-3.61e-21,6.77e-21,2.87e-20,1.83e-21,1.0
130,1.02e-05,0.01148,9.69e-09,9.26e-08,0.00010642,5.81e-07,2.04e-06,0.00022225,3.63e-05,3.69e-06,1.99e-06,-2.61e-19,6.07e-07,1.7e-06,2.95e-21,1.22e-20,1.78e-21,2.45e-21,-7.34e-22,5.87e-21,-4.55e-20,-3.34e-20,-3.15e-20,-7.43e-20,1.0
131,1.04e-05,0.0070379,9.39e-09,7.63e-08,0.00023616,2.84e-06,1.22e-06,0.00016036,0.00011781,1.2e-06,1.39e-06,3.34e-20,1.31e-06,-2.86e-05,-1.53e-20,-1.42e-22,-6.46e-21,3.22e-20,4.89e-22,-1.73e-20,-8.74e-20,8.88e-21,-1.52e-20,2.8e-20,1.0
132,1.05e-05,0.0051374,1.1e-08,1.09e-07,0.00021009,2.15e-06,6.84e-07,0.00039232,2.63e-06,-8.62e-07,1.57e-06,9.3e-08,5.29e-06,6.82e-06,2.23e-21,-2.64e-21,1.15e-21,-1.4e-22,7.04e-22,-4.29e-21,-4.71e-21,2.33e-20,1.98e-20,7.92e-21,1.0
133,8.8e-06,0.0066316,7.94e-09,7.48e-08,0.00029068,1.69e-05,5.99e-07,0.00060863,3.56e-06,8.12e-07,-3.49e-08,1.51e-06,-7.99e-06,4.86e-05,5.31e-22,1.95e-21,-5.7e-22,-1.94e-21,3.9e-22,-1.63e-21,-1.59e-21,-1.89e-20,-1.03e-20,3.87e-20,1.0
134,9.72e-06,0.0073824,1.06e-08,7.85e-08,0.00057245,1.63e-05,1.18e-06,0.00045725,2.15e-05,-3.02e-07,-1.07e-06,4.19e-07,6.04e-07,4.41e-05,1.24e-21,2.23e-21,4.12e-21,-1.01e-20,1.38e-20,4.99e-21,3.17e-21,4.93e-20,4.82e-21,-7.81e-20,1.0
135,5.93e-06,0.0067144,4.06e-09,2.6e-08,1.87e-05,2.37e-06,5.66e-07,0.029552,4.46e-06,-3.5e-07,-1.83e-06,2.19e-06,-1.38e-06,5.82e-05,1.56e-21,-3.33e-21,3.67e-21,-5.53e-21,-1.53e-21,-6.09e-21,-7.34e-20,7e-20,-7.45e-21,-1.18e-20,0.0
136,1.53e-05,0.0079361,3.69e-08,3.03e-07,0.0001334,1.6e-05,6.21e-07,0.019722,9.84e-06,2.57e-07,9.02e-07,-9.89e-07,1.06e-06,4.59e-05,5.61e-22,1.35e-21,8.92e-22,-1.78e-21,3.43e-21,2.64e-21,-3.15e-20,4.36e-20,-5.45e-20,4.6e-20,0.0
137,7.4e-06,0.0092082,6.21e-09,4.16e-08,1.22e-05,1.72e-06,8.02e-07,0.03842,2.56e-05,-6.94e-07,-1.63e-06,-1.38e-06,-7.31e-07,-0.00033129,-9.38e-21,8.53e-21,1.91e-21,-7.14e-21,4.16e-21,-1.75e-20,-5.96e-20,-1.13e-19,-9.67e-20,-5.63e-20,0.0
138,7.23e-05,0.077497,0.00062101,0.00038393,0.052763,7.49e-06,1.37e-06,0.00011617,2.13e-06,2.79e-06,-1.47e-06,-5.83e-19,7.24e-07,2.71e-05,1.21e-21,-6.78e-22,-2.72e-21,1.73e-21,-1.38e-22,5.51e-23,-1.99e-21,5.54e-21,-1.17e-21,-2.74e-21,1.0
139,5.51e-05,0.023161,1.07e-07,1.26e-06,0.088732,3.43e-05,2.62e-06,8.06e-05,1.04e-05,-1.79e-06,-2.38e-07,3.73e-19,1.68e-06,1.42e-05,-1.11e-20,-4.25e-21,5.14e-21,1.27e-21,-6.73e-22,-1.98e-21,-1.2e-20,4.23e-21,9.39e-21,-2.74e-21,1.0
140,6.8e-05,0.023172,4.19e-07,9.67e-07,0.13944,1.39e-05,1.96e-06,6.85e-05,5.91e-06,-1.68e-06,1.63e-06,-5.77e-20,9.51e-07,2.42e-05,-2.6e-21,2.97e-21,1.32e-21,6.37e-22,-1.22e-22,3.89e-21,-7.31e-21,4.12e-21,-1.9e-21,2.24e-20,1.0
141,9.07e-06,0.004677,1.23e-08,9.19e-08,1.38e-06,1.26e-06,5.93e-07,0.028811,3.19e-05,-9.42e-08,-1.35e-06,2.32e-06,-5.31e-06,-0.00030384,-1.33e-20,-2.37e-21,-5.35e-21,-2.96e-21,1.35e-21,2.58e-20,3.58e-20,-3.34e-20,-1.42e-20,4.11e-21,0.0
142,9.93e-06,0.013695,2.87e-08,9.46e-08,1.35e-05,3.75e-06,7.89e-07,0.043236,8.83e-05,3.78e-08,2.53e-06,-8.51e-07,-1.17e-07,-0.00025311,5.19e-21,7.22e-21,-5.95e-21,-4.59e-21,2.4e-20,2.94e-21,-3.52e-21,8.03e-21,1.88e-20,-6.33e-20,0.0
143,6.2e-06,0.012495,5.63e-09,4.85e-08,1.87e-05,5.3e-06,7.86e-07,0.028257,6.96e-06,-5.09e-07,-2.62e-07,-6.61e-07,-9.76e-07,-1.58e-05,-3.78e-21,5.31e-23,-1.21e-21,4.49e-21,6.12e-22,-1.57e-20,-3.08e-21,-4.55e-20,3.5e-20,-5.42e-20,0.0
144,1.26e-06,0.0057416,1.13e-08,6.76e-08,3.89e-06,3.27e-06,4.84e-06,0.00085735,8.84e-06,-7.46e-07,-6.59e-06,-1.07e-05,-1.45e-05,-7.62e-06,-4.2e-21,-4.14e-21,1.13e-21,3.82e-22,3.43e-21,-1.22e-20,8.99e-21,-1.85e-20,6.66e-22,-4.89e-21,0.0
145,1.28e-06,0.0054516,1.15e-08,1.09e-07,1.29e-05,1.2e-05,1.98e-06,0.0018736,3.82e-05,1.12e-07,3.69e-07,3.68e-06,-3.95e-06,-6.8e-05,-3.13e-21,-3.26e-21,5.86e-21,-1.7e-20,5.32e-21,-3.23e-21,-2.27e-20,-2.81e-20,2.97e-20,-4.48e-20,0.0
146,1.18e-06,0.0056502,5.56e-08,1.13e-07,2.29e-06,1.75e-06,2.47e-06,0.00049628,9e-06,-1.16e-06,3.15e-06,3.91e-06,-2.36e-05,-2.22e-05,2.18e-21,-1.84e-21,5.45e-21,-1.85e-21,7.65e-22,-1.42e-20,2.79e-20,-3.7e-21,-2.12e-20,-1.22e-20,0.0
147,1.53e-06,0.0039145,1.49e-08,2.16e-08,7e-06,1.96e-05,4.06e-07,0.060193,7.45e-06,4.15e-07,2.1e-07,8.36e-07,-4.87e-06,4.96e-06,-4.51e-21,-9.2e-22,-4.5e-21,6.98e-21,-4.59e-21,-1.26e-20,1.11e-20,6.31e-20,2.62e-21,-8.07e-21,0.0
148,1.44e-06,0.0050157,1.61e-08,2.76e-08,2.07e-06,6.74e-06,7.48e-07,0.052603,8.03e-06,-4.22e-07,-9.77e-08,-1.61e-06,1.66e-06,-2.13e-05,2.77e-21,2.53e-21,-7.77e-21,1.7e-20,3e-21,1.1e-21,-7.04e-20,2.41e-20,-1.57e-20,8.52e-21,0.0
149,2.05e-06,0.0061867,1.03e-08,4.05e-08,3.97e-06,8.72e-06,1.89e-06,0.046829,1.32e-05,2.08e-06,2.27e-06,-8.55e-07,7.21e-07,3e-05,5.9e-21,5.2e-21,-8.5e-21,-2.01e-20,1.68e-20,-2.11e-20,-3.22e-20,1.25e-19,-1.57e-19,2.62e-20,0.0
150,2.86e-06,0.007269,7.09e-09,2.94e-08,1.62e-05,1.78e-06,3.32e-06,0.008282,4.95e-05,3.72e-06,-1.6e-06,0.0,2.49e-07,-8.45e-05,7.08e-21,8.64e-21,-2.97e-21,2.09e-20,-8.56e-22,-8.22e-21,-1.97e-20,-3.51e-20,6.39e-20,2.44e-21,1.0
151,2.61e-06,0.0096338,3.67e-09,1.84e-08,8.73e-06,5.32e-07,2.7e-06,0.011669,1.22e-05,-5.68e-06,-3.49e-06,4.86e-20,1.5e-06,3.65e-05,1.38e-20,-4.81e-21,-5.52e-22,-9.69e-21,-6.73e-22,3.36e-20,-3.35e-21,-2.75e-21,3.2e-20,5.85e-20,1.0
